     0.34974     0.393139     0.433459     0.470439     0.503702     0.532792     0.556926     0.574699     0.584034     0.585809     0.585921     0.585358     0.580597      0.56668     0.545522     0.518879     0.487801     0.452713     0.413741     0.371003     0.324764      0.27543     0.223492     0.169461     0.113856    0.0571939  1.21431e-16   -0.0571939    -0.113856    -0.169461    -0.223492     -0.27543    -0.324764    -0.371003    -0.413741    -0.452713    -0.487801    -0.518879    -0.545522     -0.56668    -0.580597    -0.585358    -0.585921    -0.585809    -0.584034    -0.574699    -0.556926    -0.532792    -0.503702    -0.470439    -0.433459    -0.393139     -0.34974    -0.303129    -0.252589    -0.197062    -0.135861    -0.069493 -3.17053e-15     0.069493     0.135861     0.197062     0.252589     0.303129
    0.392428     0.441123     0.486364     0.527859     0.565182     0.597822     0.624901     0.644843     0.655318      0.65731     0.657435     0.656803     0.651462     0.635846     0.612106     0.582211     0.547339     0.507969      0.46424     0.416286     0.364403     0.309048      0.25077     0.190145     0.127753    0.0641747  1.34983e-16   -0.0641747    -0.127753    -0.190145     -0.25077    -0.309048    -0.364403    -0.416286     -0.46424    -0.507969    -0.547339    -0.582211    -0.612106    -0.635846    -0.651462    -0.656803    -0.657435     -0.65731    -0.655318    -0.644843    -0.624901    -0.597822    -0.565182    -0.527859    -0.486364    -0.441123    -0.392428    -0.340127    -0.283419    -0.221114    -0.152444   -0.0779749 -3.57602e-15    0.0779749     0.152444     0.221114     0.283419     0.340127
    0.431578     0.485132     0.534887     0.580521     0.621568     0.657464     0.687245     0.709177     0.720697     0.722887     0.723025      0.72233     0.716456     0.699282     0.673173     0.640296     0.601945     0.558647     0.510555     0.457817     0.400758     0.339881     0.275788     0.209115     0.140498    0.0705772  1.56017e-16   -0.0705772    -0.140498    -0.209115    -0.275788    -0.339881    -0.400758    -0.457817    -0.510555    -0.558647    -0.601945    -0.640296    -0.673173    -0.699282    -0.716456     -0.72233    -0.723025    -0.722887    -0.720697    -0.709177    -0.687245    -0.657464    -0.621568    -0.580521    -0.534887    -0.485132    -0.431578    -0.374061    -0.311694    -0.243174    -0.167653   -0.0857542 -3.92991e-15    0.0857542     0.167653     0.243174     0.311694     0.374061
     0.46769     0.525725     0.579643     0.629096     0.673577     0.712477      0.74475     0.768517        0.781     0.783374     0.783524      0.78277     0.776405     0.757794       0.7295     0.693872     0.652312     0.605392     0.553276     0.496125     0.434291      0.36832     0.298865     0.226613     0.152254    0.0764826  1.59595e-16   -0.0764826    -0.152254    -0.226613    -0.298865     -0.36832    -0.434291    -0.496125    -0.553276    -0.605392    -0.652312    -0.693872      -0.7295    -0.757794    -0.776405     -0.78277    -0.783524    -0.783374       -0.781    -0.768517     -0.74475    -0.712477    -0.673577    -0.629096    -0.579643    -0.525725     -0.46769     -0.40536    -0.337775    -0.263521    -0.181681   -0.0929296 -4.24162e-15    0.0929296     0.181681     0.263521     0.337775      0.40536
    0.500942     0.563103     0.620854     0.673823     0.721466     0.763132       0.7977     0.823156     0.836527      0.83907      0.83923     0.838423     0.831605     0.811671     0.781366     0.743205      0.69869     0.648433     0.592612     0.531398     0.465168     0.394506     0.320113     0.242724     0.163079    0.0819203  1.68377e-16   -0.0819203    -0.163079    -0.242724    -0.320113    -0.394506    -0.465168    -0.531398    -0.592612    -0.648433     -0.69869    -0.743205    -0.781366    -0.811671    -0.831605    -0.838423     -0.83923     -0.83907    -0.836527    -0.823156      -0.7977    -0.763132    -0.721466    -0.673823    -0.620854    -0.563103    -0.500942     -0.43418     -0.36179    -0.282257    -0.194598   -0.0995366 -4.54172e-15    0.0995366     0.194598     0.282257      0.36179      0.43418
    0.531046     0.596943     0.658165     0.714316     0.764822     0.808993     0.845637     0.872624     0.886798     0.889493     0.889663     0.888808      0.88158     0.860448     0.828322     0.787867     0.740678     0.687401     0.628225     0.563332     0.493122     0.418214      0.33935     0.257311     0.172879    0.0868433  1.90711e-16   -0.0868433    -0.172879    -0.257311     -0.33935    -0.418214    -0.493122    -0.563332    -0.628225    -0.687401    -0.740678    -0.787867    -0.828322    -0.860448     -0.88158    -0.888808    -0.889663    -0.889493    -0.886798    -0.872624    -0.845637    -0.808993    -0.764822    -0.714316    -0.658165    -0.596943    -0.531046    -0.460272    -0.383532    -0.299219    -0.206292    -0.105518 -4.81603e-15     0.105518     0.206292     0.299219     0.383532     0.460272
    0.556788     0.625879     0.690069     0.748942     0.801897     0.848208      0.88663     0.914924     0.929786     0.932611      0.93279     0.931893     0.924315     0.902159     0.868475     0.826059     0.776582     0.720723     0.658678      0.59064     0.517026     0.438487       0.3558     0.269784      0.18126    0.0910531  1.94289e-16   -0.0910531     -0.18126    -0.269784      -0.3558    -0.438487    -0.517026     -0.59064    -0.658678    -0.720723    -0.776582    -0.826059    -0.868475    -0.902159    -0.924315    -0.931893     -0.93279    -0.932611    -0.929786    -0.914924     -0.88663    -0.848208    -0.801897    -0.748942    -0.690069    -0.625879    -0.556788    -0.482583    -0.402123    -0.313723    -0.216292    -0.110633 -5.04523e-15     0.110633     0.216292     0.313723     0.402123     0.482583
    0.575241     0.646622     0.712939     0.773763     0.828473     0.876319     0.916014     0.945246       0.9606     0.963519     0.963704     0.962777     0.954948     0.932058     0.897257     0.853436     0.802319     0.744608     0.680508     0.610214     0.534161     0.453019     0.367592     0.278725     0.187267    0.0940707  2.13154e-16   -0.0940707    -0.187267    -0.278725    -0.367592    -0.453019    -0.534161    -0.610214    -0.680508    -0.744608    -0.802319    -0.853436    -0.897257    -0.932058    -0.954948    -0.962777    -0.963704    -0.963519      -0.9606    -0.945246    -0.916014    -0.876319    -0.828473    -0.773763    -0.712939    -0.646622    -0.575241    -0.498577     -0.41545    -0.324121    -0.223461      -0.1143 -5.20471e-15       0.1143     0.223461     0.324121      0.41545     0.498577
    0.581462     0.653615     0.720649     0.782131     0.837433     0.885796      0.92592     0.955468     0.970988     0.973939     0.974126     0.973189     0.965275     0.942137      0.90696     0.862665     0.810996     0.752661     0.687867     0.616813     0.539938     0.457918     0.371567     0.281739     0.189292     0.095088  2.34405e-16    -0.095088    -0.189292    -0.281739    -0.371567    -0.457918    -0.539938    -0.616813    -0.687867    -0.752661    -0.810996    -0.862665     -0.90696    -0.942137    -0.965275    -0.973189    -0.974126    -0.973939    -0.970988    -0.955468     -0.92592    -0.885796    -0.837433    -0.782131    -0.720649    -0.653615    -0.581462    -0.503969    -0.419943    -0.327626    -0.225877    -0.115536 -5.28137e-15     0.115536     0.225877     0.327626     0.419943     0.503969
    0.581859     0.654061     0.721141     0.782665     0.838004     0.886401     0.926552     0.956121     0.971652     0.974604     0.974791     0.973854     0.965934      0.94278      0.90758     0.863254     0.811549     0.753175     0.688336     0.617235     0.540307     0.458231     0.371821     0.281931     0.189421    0.0951529  2.30718e-16   -0.0951529    -0.189421    -0.281931    -0.371821    -0.458231    -0.540307    -0.617235    -0.688336    -0.753175    -0.811549    -0.863254     -0.90758     -0.94278    -0.965934    -0.973854    -0.974791    -0.974604    -0.971652    -0.956121    -0.926552    -0.886401    -0.838004    -0.782665    -0.721141    -0.654061    -0.581859    -0.504313     -0.42023    -0.327849    -0.226031    -0.115615 -5.29394e-15     0.115615     0.226031     0.327849      0.42023     0.504313
